param_value,no_defense,adaptive_k_v2_snr,adaptive_k,spectral_gated,kalman,wiener,savitzky_golay,gaussian,fir,rand_smooth
0.01,0.06872727272727273,0.7700454545454546,0.7038636363636364,0.7761818181818182,0.7072272727272727,0.6641818181818182,0.6518181818181819,0.6910909090909091,0.6618636363636363,0.24963636363636363
0.1,0.07104545454545455,0.7601363636363636,0.6970909090909091,0.7629545454545454,0.7015454545454546,0.6559545454545455,0.6476363636363637,0.6825454545454546,0.6565454545454545,0.25004545454545457
1.0,0.04990909090909091,0.6262727272727273,0.5694545454545454,0.6142727272727273,0.5755454545454546,0.5377272727272727,0.5429545454545455,0.5531818181818182,0.5551818181818182,0.24922727272727271
10.0,0.011681818181818182,0.3361363636363636,0.2521818181818182,0.31118181818181817,0.3075,0.30963636363636365,0.3084090909090909,0.2896818181818182,0.3059090909090909,0.24277272727272728
