param_value,no_defense,adaptive_k_v2_snr,adaptive_k,spectral_gated,kalman,wiener,savitzky_golay,gaussian,fir,rand_smooth
0.01,0.7590454545454546,0.7789090909090909,0.7734545454545455,0.7712272727272728,0.7516818181818182,0.7176363636363636,0.7268181818181818,0.7552272727272727,0.7104090909090909,0.2516818181818182
0.03,0.5682727272727273,0.5982727272727273,0.5934545454545455,0.5787272727272728,0.5730909090909091,0.5575,0.5553181818181818,0.5662727272727273,0.5583636363636364,0.25045454545454543
0.05,0.4515,0.4769090909090909,0.4728636363636364,0.45790909090909093,0.4552272727272727,0.45590909090909093,0.44486363636363635,0.4470909090909091,0.45027272727272727,0.24727272727272728
0.1,0.33886363636363637,0.3470909090909091,0.3492727272727273,0.3385909090909091,0.3345909090909091,0.3482272727272727,0.33190909090909093,0.3381818181818182,0.3317272727272727,0.23854545454545453
0.15,0.30968181818181817,0.31218181818181817,0.3171818181818182,0.30777272727272725,0.3094545454545455,0.31995454545454544,0.3049545454545455,0.3119090909090909,0.3005909090909091,0.22440909090909092
0.2,0.26504545454545453,0.2761818181818182,0.27245454545454545,0.26740909090909093,0.2730909090909091,0.28613636363636363,0.27286363636363636,0.2735,0.25886363636363635,0.20981818181818182
0.25,0.2365909090909091,0.2414090909090909,0.2411818181818182,0.23613636363636364,0.23368181818181818,0.24995454545454546,0.235,0.23554545454545456,0.2200909090909091,0.19654545454545455
0.3,0.2195909090909091,0.21754545454545454,0.22436363636363638,0.2169090909090909,0.211,0.22386363636363638,0.20881818181818182,0.21568181818181817,0.1945,0.18527272727272728
