param_value,no_defense,adaptive_k_v2_snr,adaptive_k,spectral_gated,kalman,wiener,savitzky_golay,gaussian,fir,rand_smooth
0.01,0.7207272727272728,0.8376363636363636,0.8174090909090909,0.8241818181818181,0.7920909090909091,0.7582272727272727,0.7631363636363636,0.797409090909091,0.7527727272727273,0.25222727272727274
0.1,0.4786818181818182,0.7637727272727273,0.7011818181818181,0.7414090909090909,0.7361818181818182,0.6938181818181818,0.6957727272727273,0.7119090909090909,0.703590909090909,0.2515
1.0,0.42113636363636364,0.7649545454545454,0.702,0.7518181818181818,0.7371818181818182,0.6945,0.6865909090909091,0.7143181818181819,0.6976818181818182,0.25127272727272726
10.0,0.41654545454545455,0.7636818181818181,0.7009545454545455,0.7510909090909091,0.7353636363636363,0.6934545454545454,0.6855909090909091,0.7130909090909091,0.6965,0.25036363636363634
